CustomerID,Age,Gender,Location,IncomeLevel,PurchaseFrequency,AvgOrderValue,RecencyDays,TenureDays,Churned,CLV
CUST1788,55,Male,Urban,Medium,3,65.0,261,1002,0,535.32
CUST1789,51,Male,Urban,Medium,6,42.98,254,910,0,642.93
CUST1790,55,Male,Rural,Medium,8,24.19,20,1311,0,695.08
CUST1791,51,Female,Rural,Low,7,69.83,204,1585,1,1061.32
CUST1792,35,Male,Urban,Medium,5,70.53,294,1684,1,813.51
CUST1793,47,Female,Urban,Low,3,48.02,357,380,0,149.98
CUST1794,32,Other,Urban,High,5,55.54,128,1702,0,1294.92
CUST1795,44,Male,Rural,Low,11,64.02,358,1330,0,2566.06
CUST1796,51,Male,Urban,High,3,82.06,292,284,0,191.55
CUST1797,55,Male,Urban,Medium,16,67.75,174,1317,0,3911.31
CUST1798,50,Female,Urban,Medium,5,58.9,221,708,0,571.25
CUST1799,41,Male,Urban,Medium,0,68.59,355,1730,0,0.0
CUST1800,32,Male,Urban,Medium,5,73.02,37,58,0,58.02
CUST1801,47,Male,Rural,Medium,5,55.41,310,496,1,188.24
CUST1802,59,Female,Suburban,Low,3,68.35,149,1088,1,305.61
CUST1803,34,Male,Suburban,Medium,1,36.47,92,778,0,77.74
CUST1804,22,Female,Urban,Low,4,70.71,70,1347,0,1043.8
CUST1805,46,Female,Suburban,Low,5,36.64,84,631,0,316.71
CUST1806,21,Male,Suburban,Medium,2,29.83,205,1256,1,102.65
CUST1807,27,Female,Urban,Low,4,47.42,267,769,0,399.63
CUST1808,34,Male,Suburban,Low,7,23.16,88,960,1,213.2
CUST1809,27,Female,Urban,Low,4,38.07,252,1121,0,467.69
CUST1810,34,Female,Rural,Low,6,57.57,211,160,0,151.42
CUST1811,37,Female,Urban,Low,6,55.56,343,1930,0,1762.7
CUST1812,41,Male,Rural,High,7,62.79,31,140,0,168.59
CUST1813,22,Male,Urban,Low,8,63.1,357,553,0,764.81
CUST1814,51,Male,Suburban,Medium,4,57.48,316,1341,0,844.72
CUST1815,23,Male,Suburban,Low,6,32.97,61,716,1,194.03
CUST1816,19,Male,Suburban,High,5,68.47,67,860,0,806.63
CUST1817,30,Male,Urban,Low,6,47.81,226,695,0,546.21
CUST1818,60,Male,Urban,High,4,54.81,335,1096,0,658.32
CUST1819,60,Male,Suburban,Medium,2,52.08,327,904,0,257.97
CUST1820,28,Female,Urban,Low,2,81.49,67,1770,0,790.34
CUST1821,64,Male,Urban,High,10,26.1,128,1737,0,1242.07
CUST1822,40,Male,Suburban,Medium,2,43.14,111,1347,0,318.41
CUST1823,33,Male,Suburban,Low,4,60.63,272,314,0,208.63
CUST1824,48,Male,Urban,Medium,8,50.44,301,852,0,941.92
CUST1825,28,Other,Urban,High,3,40.31,34,593,0,196.47
CUST1826,33,Male,Urban,Medium,12,11.64,212,1680,1,321.46
CUST1827,25,Female,Suburban,Medium,2,44.26,300,48,0,11.64
CUST1828,21,Other,Suburban,Medium,3,57.25,125,1560,1,367.03
CUST1829,57,Female,Rural,Medium,7,60.87,103,576,0,672.41
CUST1830,21,Female,Rural,High,3,46.64,206,77,0,29.52
CUST1831,42,Female,Urban,Medium,6,53.56,120,1798,0,1583.03
CUST1832,20,Other,Urban,Low,4,27.13,170,248,0,73.73
CUST1833,49,Female,Urban,High,4,57.79,35,1675,0,1060.8
CUST1834,20,Female,Urban,Low,0,50.19,331,795,0,0.0
CUST1835,44,Female,Rural,Low,9,53.3,246,1241,0,1630.98
CUST1836,46,Female,Suburban,Medium,5,45.61,340,60,0,37.49
CUST1837,49,Female,Urban,Medium,1,54.26,309,288,1,21.41
CUST1838,36,Male,Urban,Low,5,62.69,58,1728,1,741.97
CUST1839,38,Male,Suburban,Medium,3,55.11,306,1397,0,632.78
CUST1840,22,Male,Suburban,Medium,3,13.54,141,337,0,37.5
CUST1841,35,Male,Urban,Medium,7,55.52,111,1124,0,1196.8
CUST1842,45,Male,Rural,High,9,42.24,163,336,0,349.96
CUST1843,59,Male,Suburban,Medium,5,35.84,111,597,1,146.55
CUST1844,39,Female,Urban,Low,5,76.98,152,1152,0,1214.81
CUST1845,38,Male,Rural,Low,4,31.35,65,50,0,17.18
CUST1846,23,Female,Urban,High,2,33.61,106,1950,0,359.12
CUST1847,18,Male,Rural,Low,6,10.0,216,1673,1,137.51
CUST1848,22,Male,Rural,Medium,8,78.81,91,1618,0,2794.84
CUST1849,58,Female,Suburban,Medium,6,67.82,26,1059,0,1180.63
CUST1850,29,Female,Suburban,Medium,4,43.36,157,260,0,123.55
CUST1851,43,Male,Urban,Low,7,62.26,72,111,0,132.54
CUST1852,63,Female,Rural,Medium,7,10.0,44,987,0,189.29
CUST1853,51,Female,Suburban,Medium,5,59.51,90,246,1,100.27
CUST1854,31,Male,Suburban,High,6,32.86,133,364,0,196.62
CUST1855,43,Male,Rural,Low,5,83.48,161,588,1,336.21
CUST1856,62,Other,Rural,Medium,5,57.35,232,893,0,701.56
CUST1857,44,Female,Rural,Medium,8,52.62,261,903,0,1041.44
CUST1858,26,Female,Urban,Medium,7,33.59,111,782,1,251.88
CUST1859,43,Female,Rural,Medium,4,33.71,164,1743,0,643.91
CUST1860,64,Male,Suburban,Low,3,61.85,77,623,1,158.35
CUST1861,39,Male,Rural,Low,6,33.4,209,1852,1,508.41
CUST1862,64,Male,Suburban,Medium,4,32.61,13,733,0,261.95
CUST1863,47,Female,Urban,Medium,8,78.14,58,954,1,816.94
CUST1864,60,Female,Urban,Medium,4,55.75,344,1708,1,521.76
CUST1865,34,Female,Suburban,Low,4,28.08,36,1879,0,578.22
CUST1866,43,Male,Suburban,Low,12,61.03,25,1844,0,3699.92
CUST1867,53,Male,Urban,Low,3,44.42,34,1987,0,725.45
CUST1868,18,Female,Suburban,Low,4,14.68,140,582,0,93.63
CUST1869,25,Female,Urban,Medium,4,40.02,275,1512,0,663.13
CUST1870,52,Female,Rural,High,4,29.03,362,812,0,258.33
CUST1871,32,Male,Urban,Low,3,55.12,222,116,0,52.55
CUST1872,64,Female,Urban,Medium,3,36.89,37,1568,0,475.43
CUST1873,39,Male,Urban,Low,6,51.82,363,1776,0,1512.86
CUST1874,31,Female,Urban,Medium,6,63.33,129,542,0,564.24
CUST1875,43,Male,Urban,Low,5,97.22,316,1013,0,1349.09
CUST1876,45,Female,Urban,High,6,89.6,323,1038,1,764.42
CUST1877,40,Male,Urban,Medium,4,54.46,218,616,0,367.64
CUST1878,31,Female,Rural,High,6,48.95,335,1531,0,1231.93
CUST1879,41,Male,Rural,High,5,38.1,248,527,0,275.05
CUST1880,19,Male,Urban,Medium,4,17.14,111,936,0,175.81
CUST1881,62,Male,Rural,Medium,3,10.0,304,985,0,80.96
CUST1882,43,Male,Urban,Low,3,33.15,220,772,1,105.17
CUST1883,31,Male,Suburban,Medium,5,82.75,196,478,0,541.84
CUST1884,24,Female,Suburban,High,2,82.06,147,617,1,138.72
CUST1885,20,Male,Urban,Low,3,51.43,344,289,0,122.16
CUST1886,64,Female,Urban,High,3,59.3,40,1590,0,774.96
CUST1887,40,Female,Urban,Medium,3,37.91,134,1253,1,195.21
CUST1888,63,Female,Urban,High,8,49.4,352,492,1,266.35
CUST1889,60,Male,Suburban,High,3,34.48,191,1992,0,564.53
CUST1890,64,Male,Urban,Medium,4,34.44,163,123,1,23.21
CUST1891,62,Female,Urban,Medium,9,62.25,61,1050,0,1611.68
CUST1892,35,Other,Urban,Medium,5,37.89,5,1989,1,516.19
CUST1893,55,Male,Urban,High,5,59.84,37,1405,0,1151.72
CUST1894,52,Male,Suburban,High,4,47.06,217,1161,1,299.38
CUST1895,32,Male,Urban,Medium,4,78.36,225,384,0,329.76
CUST1896,42,Other,Rural,Medium,1,61.05,216,498,0,83.3
CUST1897,54,Male,Urban,Medium,2,54.89,139,124,0,37.3
CUST1898,45,Male,Urban,High,7,21.39,106,897,0,367.97
CUST1899,27,Female,Suburban,Medium,4,40.19,99,120,0,52.85
CUST1900,56,Male,Urban,High,5,48.99,168,1097,0,736.19
CUST1901,34,Male,Suburban,Medium,6,51.09,264,1509,0,1267.31
CUST1902,56,Female,Suburban,Low,6,63.26,87,984,1,511.63
CUST1903,39,Female,Urban,Medium,6,54.12,84,413,0,367.42
CUST1904,43,Male,Urban,Medium,5,29.34,224,52,1,10.45
CUST1905,61,Male,Urban,Low,7,61.84,11,1755,0,2081.38
CUST1906,42,Male,Urban,Low,7,40.77,327,52,0,40.66
CUST1907,34,Male,Urban,Medium,5,37.05,186,1287,0,653.2
CUST1908,30,Female,Urban,Low,3,27.95,350,1751,0,402.25
CUST1909,37,Male,Urban,Medium,10,42.97,231,340,0,400.27
CUST1910,42,Male,Suburban,Medium,3,38.86,141,1470,0,469.51
CUST1911,21,Male,Suburban,High,8,73.21,106,1386,0,2223.98
CUST1912,27,Female,Suburban,Medium,4,44.65,253,604,0,295.55
CUST1913,20,Female,Urban,High,3,60.64,49,132,0,65.79
CUST1914,58,Female,Urban,Medium,7,13.95,263,529,1,70.76
CUST1915,62,Male,Rural,Low,5,64.89,205,857,1,380.9
CUST1916,35,Female,Suburban,Medium,7,62.83,357,1536,1,925.41
CUST1917,64,Female,Rural,Medium,10,20.89,51,218,1,62.38
CUST1918,53,Male,Urban,Medium,2,32.56,175,1901,0,339.16
CUST1919,64,Male,Suburban,Low,6,36.74,225,489,0,295.33
CUST1920,39,Male,Suburban,Medium,3,45.95,261,218,1,41.17
CUST1921,51,Male,Urban,Low,6,35.9,222,380,0,224.25
CUST1922,64,Male,Urban,Medium,5,45.1,223,610,1,188.43
CUST1923,25,Male,Suburban,Low,3,63.07,269,143,0,74.13
CUST1924,57,Male,Urban,Medium,6,38.84,298,133,0,84.92
CUST1925,61,Female,Urban,Medium,4,55.94,318,649,0,397.86
CUST1926,36,Male,Suburban,Low,6,53.51,74,1561,1,686.54
CUST1927,59,Female,Rural,Medium,3,10.0,114,1398,1,57.45
CUST1928,58,Female,Urban,Medium,3,33.84,219,1074,1,149.36
CUST1929,54,Female,Urban,High,5,69.71,54,416,0,397.25
CUST1930,23,Female,Urban,High,7,32.11,200,973,0,599.18
CUST1931,43,Male,Suburban,Medium,4,28.58,131,1831,0,573.48
CUST1932,51,Female,Urban,Medium,9,70.72,339,884,1,770.75
CUST1933,62,Male,Rural,Medium,3,53.07,192,1262,0,550.47
CUST1934,23,Male,Urban,Medium,8,79.15,179,1735,0,3009.87
CUST1935,54,Female,Urban,Low,4,40.7,305,512,0,228.37
CUST1936,50,Male,Suburban,Medium,5,74.04,287,502,0,509.15
CUST1937,39,Male,Rural,Medium,8,32.22,240,1759,0,1242.19
CUST1938,38,Female,Urban,Low,5,10.0,245,888,0,121.64
CUST1939,23,Female,Urban,Medium,5,63.47,330,971,0,844.24
CUST1940,23,Female,Rural,Medium,4,61.46,117,422,1,142.12
CUST1941,21,Male,Urban,Medium,5,63.46,208,1688,0,1467.4
CUST1942,47,Female,Rural,Low,6,45.87,212,1742,0,1313.52
CUST1943,28,Male,Urban,Medium,5,79.34,259,545,0,592.33
CUST1944,47,Female,Suburban,Medium,6,67.31,163,1241,1,686.56
CUST1945,48,Female,Suburban,Medium,7,66.5,226,375,0,478.25
CUST1946,41,Female,Urban,Medium,4,52.43,341,1405,0,807.28
CUST1947,26,Female,Rural,Medium,6,23.06,64,570,0,216.07
CUST1948,20,Male,Urban,High,3,51.35,246,1651,0,696.81
CUST1949,48,Female,Urban,Low,4,57.19,18,76,1,23.82
CUST1950,57,Female,Suburban,High,7,90.66,34,1130,1,982.36
CUST1951,54,Male,Urban,Medium,6,55.32,312,372,0,338.29
CUST1952,53,Female,Suburban,Low,2,29.08,323,1244,0,198.22
CUST1953,41,Male,Urban,Medium,7,59.35,181,572,0,651.06
CUST1954,48,Female,Urban,Low,8,75.15,347,848,0,1396.76
CUST1955,23,Female,Urban,Low,3,84.17,194,1734,1,599.8
CUST1956,19,Female,Urban,Medium,7,47.86,192,1089,0,999.55
CUST1957,37,Male,Urban,Medium,6,46.01,67,786,0,594.47
CUST1958,45,Female,Suburban,High,9,21.77,209,1477,1,396.42
CUST1959,28,Female,Rural,Medium,5,37.93,167,380,0,197.44
CUST1960,21,Female,Rural,Low,6,58.66,246,217,0,209.25
CUST1961,32,Male,Urban,Medium,4,19.52,245,1580,0,337.99
CUST1962,23,Male,Urban,Medium,4,90.95,166,363,0,361.81
CUST1963,47,Female,Urban,High,6,42.87,296,512,1,180.41
CUST1964,55,Male,Urban,High,4,52.41,211,1269,0,728.86
CUST1965,19,Female,Suburban,High,5,56.84,133,1211,0,942.92
CUST1966,32,Female,Urban,Medium,2,72.58,197,1979,0,787.05
CUST1967,28,Female,Urban,Medium,4,55.33,347,696,0,422.02
CUST1968,25,Female,Rural,Low,5,28.64,49,1294,1,253.84
CUST1969,43,Female,Urban,High,6,58.44,64,325,0,312.21
CUST1970,62,Male,Urban,Low,5,72.54,112,1515,1,752.73
CUST1971,61,Male,Urban,Low,8,32.11,356,74,1,26.04
CUST1972,22,Male,Urban,Low,2,66.0,185,524,1,94.75
CUST1973,23,Male,Rural,Medium,3,55.08,104,204,1,46.18
CUST1974,43,Female,Urban,Medium,6,51.9,213,1033,0,881.3
CUST1975,21,Female,Urban,Medium,6,37.2,5,1399,1,427.75
CUST1976,36,Female,Urban,High,6,45.56,119,85,0,63.66
CUST1977,37,Female,Urban,High,3,58.77,344,1619,0,782.04
CUST1978,50,Other,Urban,Medium,7,41.52,249,370,0,294.62
CUST1979,37,Female,Rural,Low,7,30.41,167,1830,0,1067.27
CUST1980,29,Female,Rural,High,3,29.6,242,1939,0,471.73
CUST1981,64,Female,Suburban,High,4,55.62,280,1804,0,1099.6
CUST1982,18,Male,Urban,Medium,2,59.79,363,1886,0,617.88
CUST1983,43,Male,Rural,Medium,7,48.65,238,1161,0,1083.23
CUST1984,31,Male,Suburban,Low,7,86.3,306,1763,0,2917.89
CUST1985,55,Female,Urban,High,7,15.99,205,1950,1,298.99
CUST1986,54,Female,Suburban,Medium,5,57.59,314,243,0,191.7
CUST1987,28,Male,Urban,Medium,6,13.19,1,1552,0,336.51
CUST1988,53,Male,Urban,Low,5,47.92,171,787,0,516.62
CUST1989,30,Female,Suburban,High,3,55.0,167,1450,0,655.48
CUST1990,60,Male,Urban,Medium,3,46.47,258,579,0,221.15
CUST1991,20,Male,Suburban,Low,8,10.96,63,526,0,126.36
CUST1992,50,Female,Urban,Medium,6,48.1,272,202,0,159.72
CUST1993,23,Male,Rural,Medium,10,50.06,37,134,0,183.78
CUST1994,27,Male,Rural,Medium,7,67.95,16,1605,0,2091.56
CUST1995,22,Female,Rural,Medium,10,21.46,254,508,1,149.34
CUST1996,40,Female,Urban,Medium,5,78.82,343,1452,0,1567.76
CUST1997,27,Female,Urban,High,6,10.0,346,463,1,38.05
CUST1998,61,Male,Urban,Low,5,24.08,336,671,1,110.67
CUST1999,19,Male,Urban,Low,4,53.52,27,722,0,423.47
CUST2000,30,Male,Urban,Low,5,56.21,111,1020,1,392.7
CUST2001,57,Female,Suburban,Medium,6,80.24,233,951,1,627.19
CUST2002,19,Female,Suburban,Medium,3,53.87,64,223,0,98.74
CUST2003,37,Male,Rural,High,5,47.97,97,872,0,573.01
CUST2004,18,Female,Urban,Medium,3,58.89,267,830,0,401.74
CUST2005,54,Male,Urban,Medium,2,10.0,326,1519,0,83.23
CUST2006,26,Male,Urban,High,6,29.85,232,1394,0,684.01
CUST2007,34,Male,Rural,Low,5,26.49,48,88,1,15.97
CUST2008,26,Male,Suburban,High,5,69.04,350,1916,1,906.03
CUST2009,28,Female,Rural,Medium,7,76.0,210,1591,0,2318.94
CUST2010,32,Female,Rural,Medium,7,87.3,76,507,1,424.42
CUST2011,41,Male,Suburban,Medium,8,61.39,247,1156,1,777.72
CUST2012,55,Female,Urban,Medium,3,67.84,316,562,0,313.37
CUST2013,52,Male,Urban,Low,9,51.88,68,1998,0,2555.91
CUST2014,47,Female,Suburban,Medium,5,40.01,313,621,0,340.36
CUST2015,48,Female,Urban,Medium,6,28.41,64,868,1,202.68
CUST2016,22,Male,Urban,High,2,26.62,182,1764,1,128.65
CUST2017,61,Female,Rural,Medium,8,22.58,80,1375,0,680.49
CUST2018,31,Male,Rural,High,4,64.62,343,578,0,409.32
CUST2019,28,Male,Suburban,Medium,3,41.8,203,1067,1,183.29
CUST2020,26,Male,Suburban,Medium,7,35.53,182,1509,1,514.11
CUST2021,51,Female,Suburban,Medium,8,10.0,214,250,0,54.79
CUST2022,29,Female,Urban,Medium,10,31.74,120,905,0,786.98
CUST2023,52,Male,Urban,High,4,44.26,241,1444,1,350.2
CUST2024,52,Female,Suburban,Medium,4,19.27,335,707,0,149.3
CUST2025,18,Female,Suburban,Medium,3,103.2,202,1226,0,1039.92
CUST2026,57,Female,Urban,Low,6,23.19,292,691,1,131.71
CUST2027,39,Female,Rural,Medium,10,73.05,54,713,0,1426.98
CUST2028,46,Female,Urban,Low,7,47.59,145,1134,1,517.49
CUST2029,25,Male,Urban,Medium,3,38.67,356,365,0,116.01
CUST2030,28,Male,Suburban,Low,8,45.01,86,254,0,250.58
CUST2031,58,Other,Urban,Low,4,50.28,22,900,0,495.91
CUST2032,54,Male,Urban,Low,6,54.53,331,64,0,57.37
CUST2033,31,Other,Urban,Low,7,30.36,292,1923,0,1119.66
CUST2034,47,Female,Suburban,Medium,1,61.19,236,217,0,36.38
CUST2035,52,Male,Urban,High,4,44.41,29,1277,0,621.5
CUST2036,38,Male,Suburban,Medium,9,23.37,183,672,1,193.62
CUST2037,54,Male,Suburban,Medium,5,41.44,160,1939,0,1100.71
CUST2038,22,Female,Urban,Medium,2,78.39,18,992,0,426.1
CUST2039,36,Male,Rural,Low,8,54.39,38,997,0,1188.53
CUST2040,31,Male,Urban,High,4,50.09,101,523,0,287.09
CUST2041,43,Male,Rural,Low,9,42.05,290,1916,0,1986.6
CUST2042,21,Male,Suburban,Medium,4,43.62,173,340,0,162.53
CUST2043,42,Female,Rural,Medium,4,54.4,343,550,1,163.95
CUST2044,62,Male,Urban,Low,5,44.69,67,1634,0,1000.32
CUST2045,59,Female,Urban,Medium,5,59.08,191,1593,0,1289.24
CUST2046,42,Male,Urban,Medium,3,56.47,43,1964,0,911.57
CUST2047,35,Male,Urban,Medium,8,26.14,123,398,0,228.03
CUST2048,57,Male,Suburban,Medium,5,60.56,278,1528,0,1267.61
CUST2049,25,Male,Urban,Low,4,30.91,343,775,1,131.26
CUST2050,56,Other,Suburban,Medium,5,30.09,196,60,0,24.73
CUST2051,57,Female,Urban,Low,4,49.49,333,1880,0,1019.63
CUST2052,31,Male,Urban,Medium,6,55.16,125,1285,0,1165.16
CUST2053,49,Female,Suburban,Low,3,62.3,96,1903,1,487.22
CUST2054,55,Male,Urban,Medium,5,10.0,157,1027,0,140.68
CUST2055,50,Male,Suburban,Medium,8,65.78,40,526,0,758.36
CUST2056,40,Other,Suburban,Medium,7,58.25,360,1619,0,1808.62
CUST2057,32,Female,Rural,High,4,35.48,173,993,1,193.05
CUST2058,50,Other,Urban,High,7,45.27,173,1228,0,1066.14
CUST2059,42,Male,Suburban,Medium,5,53.96,120,327,0,241.71
CUST2060,34,Female,Rural,Medium,4,10.0,273,1844,1,101.04
CUST2061,50,Male,Suburban,Low,3,24.98,358,1418,0,291.14
CUST2062,64,Male,Urban,Medium,6,73.23,364,1139,0,1371.11
CUST2063,19,Female,Suburban,Low,2,37.95,346,606,0,126.01
CUST2064,31,Male,Suburban,Low,5,48.28,319,1142,1,377.64
CUST2065,57,Female,Suburban,High,5,47.67,261,83,0,54.2
CUST2066,57,Female,Urban,Medium,4,64.29,281,1683,0,1185.75
CUST2067,56,Male,Urban,Medium,8,41.87,329,1414,1,648.81
CUST2068,23,Female,Rural,Low,2,43.56,124,1529,0,364.95
CUST2069,23,Female,Urban,Medium,6,53.81,278,258,0,228.21
CUST2070,20,Male,Suburban,Low,4,66.93,93,808,1,296.33
CUST2071,24,Female,Urban,Low,6,73.26,35,1884,0,2268.85
CUST2072,25,Female,Suburban,Low,2,43.62,311,1587,0,379.31
CUST2073,59,Male,Urban,Medium,5,40.18,128,1812,0,997.34
CUST2074,32,Female,Urban,Medium,3,47.07,20,1014,0,392.29
CUST2075,64,Other,Rural,Low,7,76.7,261,402,1,295.66
CUST2076,46,Male,Rural,Medium,3,65.57,167,498,0,268.39
CUST2077,50,Female,Suburban,Low,4,40.4,319,449,0,198.79
CUST2078,47,Male,Urban,Medium,4,17.72,236,1879,1,182.44
CUST2079,56,Female,Suburban,High,6,72.14,32,561,0,665.27
CUST2080,44,Female,Suburban,Medium,6,74.39,231,1453,0,1776.8
CUST2081,53,Male,Suburban,High,8,27.78,191,1017,0,619.23
CUST2082,46,Male,Urban,High,5,41.1,330,1237,0,696.45
CUST2083,55,Female,Suburban,Medium,2,67.53,145,1914,0,708.23
CUST2084,50,Male,Suburban,Medium,9,57.72,101,591,0,841.13
CUST2085,54,Female,Rural,High,4,10.11,79,119,0,13.18
CUST2086,44,Male,Urban,Medium,7,27.44,160,1669,0,878.31
CUST2087,50,Female,Suburban,Low,3,61.63,255,1759,0,891.02
CUST2088,21,Female,Suburban,High,8,54.98,279,1436,0,1730.44
CUST2089,39,Female,Urban,Medium,2,63.32,188,398,0,138.09
CUST2090,19,Male,Urban,Low,2,65.61,210,1127,0,405.16
CUST2091,27,Female,Urban,Medium,5,54.83,241,1322,0,992.95
CUST2092,22,Female,Urban,Medium,2,58.41,56,44,0,14.08
CUST2093,27,Male,Urban,Medium,9,38.61,137,1382,0,1315.7
CUST2094,50,Male,Suburban,Medium,7,52.28,106,1848,0,1852.86
CUST2095,55,Male,Suburban,Medium,5,56.27,69,1445,0,1113.84
CUST2096,30,Female,Suburban,Medium,3,84.12,190,1763,0,1218.93
CUST2097,48,Female,Rural,Medium,4,33.51,192,1487,0,546.08
CUST2098,64,Male,Urban,Medium,6,64.48,278,373,1,197.68
CUST2099,53,Female,Urban,Medium,5,47.69,32,1248,1,407.65
CUST2100,62,Male,Suburban,Medium,2,64.89,175,1975,0,702.23
CUST2101,41,Male,Urban,Medium,5,47.59,258,1089,0,709.94
CUST2102,32,Other,Urban,Medium,6,73.55,123,946,0,1143.75
CUST2103,46,Female,Urban,High,5,35.15,85,234,1,56.34
CUST2104,25,Female,Urban,Low,6,52.84,216,1873,1,813.45
CUST2105,22,Male,Rural,Low,6,58.79,216,1704,0,1646.76
CUST2106,46,Female,Urban,Medium,2,36.37,14,805,1,80.21
CUST2107,64,Female,Urban,High,4,56.09,37,1110,0,682.3
CUST2108,21,Male,Urban,Low,6,70.14,27,1163,0,1340.92
CUST2109,29,Female,Suburban,Low,2,48.66,152,715,1,95.32
CUST2110,62,Female,Urban,Low,4,65.01,64,1549,0,1103.57
CUST2111,19,Female,Suburban,Medium,3,36.51,70,747,1,112.08
CUST2112,44,Male,Urban,Low,3,28.07,154,254,0,58.6
CUST2113,48,Female,Urban,Medium,3,63.91,253,1439,0,755.89
CUST2114,53,Female,Suburban,Medium,4,38.82,271,93,0,39.56
CUST2115,53,Male,Urban,High,6,16.47,29,1817,0,491.93
CUST2116,43,Female,Urban,Medium,3,34.8,74,977,0,279.45
CUST2117,60,Female,Urban,Low,7,76.95,284,990,0,1461.0
CUST2118,44,Male,Rural,Medium,3,71.21,59,1832,0,1072.25
CUST2119,22,Male,Urban,High,3,27.59,243,1955,0,443.33
CUST2120,37,Female,Suburban,Medium,11,20.77,329,1405,1,439.73
CUST2121,28,Female,Urban,High,2,41.82,149,1516,0,347.39
CUST2122,27,Female,Urban,High,8,70.81,10,1897,0,2944.14
CUST2123,57,Male,Urban,Low,10,46.09,132,349,0,440.7
CUST2124,55,Other,Rural,Medium,4,46.25,62,386,0,195.64
CUST2125,23,Male,Urban,Low,5,37.72,262,122,0,63.04
CUST2126,25,Male,Urban,Medium,5,44.57,218,724,0,442.04
CUST2127,40,Female,Urban,Low,4,66.95,232,1353,0,992.69
CUST2128,64,Male,Urban,Medium,8,51.71,336,1779,0,2016.26
CUST2129,43,Male,Urban,High,11,45.96,72,1547,0,2142.74
CUST2130,63,Male,Suburban,Low,7,63.01,16,1707,1,1031.38
CUST2131,60,Male,Urban,High,5,51.43,38,1648,0,1161.05
CUST2132,29,Male,Urban,Low,7,69.0,177,1442,1,954.09
CUST2133,43,Other,Suburban,Low,4,36.4,321,1664,0,663.78
CUST2134,30,Male,Urban,High,5,55.44,83,1846,0,1401.95
CUST2135,57,Female,Urban,Medium,3,67.75,17,463,0,257.82
CUST2136,35,Female,Urban,Medium,8,81.07,156,1155,1,1026.15
CUST2137,42,Female,Suburban,Low,2,28.13,172,870,0,134.1
CUST2138,50,Male,Urban,Medium,7,46.53,70,1431,0,1276.96
CUST2139,64,Female,Urban,Medium,2,23.68,71,1636,0,212.28
CUST2140,57,Female,Urban,Medium,2,30.6,255,1938,0,324.95
CUST2141,60,Female,Suburban,Medium,4,50.37,131,1391,1,383.92
CUST2142,29,Female,Urban,High,6,10.0,49,1053,1,86.55
CUST2143,61,Female,Suburban,Medium,6,58.39,21,927,1,444.88
CUST2144,53,Male,Rural,High,4,61.14,320,913,0,611.74
CUST2145,21,Female,Suburban,Medium,8,48.47,220,807,1,428.66
CUST2146,22,Female,Urban,Medium,8,33.19,187,521,0,379.0
CUST2147,54,Female,Urban,Low,9,45.12,32,1695,0,1885.77
CUST2148,25,Other,Urban,Medium,5,92.33,203,1113,1,703.86
CUST2149,59,Male,Urban,High,4,39.59,276,842,0,365.31
CUST2150,45,Other,Urban,Low,5,34.24,242,1562,0,732.64
CUST2151,48,Male,Suburban,Low,6,10.0,16,421,0,69.21
CUST2152,26,Male,Urban,Medium,3,70.88,316,1172,0,682.78
CUST2153,46,Male,Urban,Low,6,25.2,173,1828,0,757.24
CUST2154,31,Male,Suburban,High,9,51.76,137,1524,0,1945.04
CUST2155,57,Female,Suburban,High,3,92.13,179,1381,1,522.87
CUST2156,58,Male,Urban,Medium,6,57.39,359,50,1,23.58
CUST2157,39,Male,Rural,Low,3,57.16,61,1150,1,270.14
CUST2158,28,Female,Urban,Medium,5,43.48,104,1868,0,1112.61
CUST2159,40,Female,Suburban,Medium,2,56.28,317,542,1,83.57
CUST2160,18,Female,Suburban,High,5,51.51,195,937,1,330.58
CUST2161,63,Female,Suburban,Medium,2,60.81,256,744,0,247.9
CUST2162,54,Female,Suburban,Medium,4,10.0,76,973,0,106.63
CUST2163,38,Male,Urban,Medium,3,57.59,271,1693,0,801.37
CUST2164,43,Male,Urban,High,6,58.67,181,379,0,365.52
CUST2165,63,Female,Suburban,Medium,7,100.95,132,1185,0,2294.19
CUST2166,53,Male,Urban,Medium,6,49.91,151,575,0,471.75
CUST2167,40,Female,Rural,Low,4,54.43,155,628,0,374.6
CUST2168,18,Male,Urban,Medium,8,57.93,359,61,0,77.45
CUST2169,57,Male,Urban,Medium,4,58.49,235,288,0,184.6
CUST2170,32,Female,Urban,Medium,6,25.33,248,505,1,105.14
CUST2171,38,Female,Urban,Medium,6,66.37,165,1889,1,1030.46
CUST2172,64,Female,Suburban,Low,4,31.65,205,854,0,296.21
CUST2173,26,Female,Suburban,Low,6,58.13,165,1935,0,1849.01
CUST2174,26,Male,Suburban,Low,5,32.82,213,1001,0,450.04
CUST2175,27,Male,Rural,Low,4,45.55,254,949,0,473.72
CUST2176,43,Female,Rural,Medium,6,40.59,157,62,0,41.37
CUST2177,58,Female,Rural,Low,6,45.02,177,928,1,343.39
CUST2178,52,Male,Urban,Low,7,48.34,75,417,0,386.59
CUST2179,42,Female,Suburban,High,6,57.45,178,1851,1,874.03
CUST2180,43,Male,Urban,Medium,6,48.08,284,1891,1,747.28
CUST2181,28,Male,Urban,Medium,8,67.49,330,1614,0,2387.48
